sku,dates,price,qty
10290,26/09/18,953.0,3
10290,27/09/18,953.0,2
10290,28/09/18,953.0,2
10290,29/09/18,953.0,2
10290,30/09/18,953.0,3
10290,01/10/18,952.0,2
10290,02/10/18,952.0,2
10290,04/10/18,952.0,2
10290,05/10/18,952.0,2
10290,06/10/18,952.0,2
10290,07/10/18,952.0,1
10290,08/10/18,958.0,3
10290,09/10/18,958.0,2
10290,10/10/18,958.0,4
10290,11/10/18,958.0,3
10290,12/10/18,958.0,2
10290,13/10/18,958.0,4
10290,14/10/18,958.0,2
10290,15/10/18,945.0,2
10290,16/10/18,945.0,1
10290,17/10/18,945.0,3
10290,18/10/18,945.0,2
10290,19/10/18,945.0,3
10290,20/10/18,945.0,2
10290,21/10/18,945.0,3
10290,22/10/18,951.0,1
10290,23/10/18,951.0,3
10290,24/10/18,951.0,1
10290,25/10/18,951.0,1
10290,26/10/18,951.0,3
10290,28/10/18,951.0,3
10290,29/10/18,966.0,2
10290,30/10/18,966.0,3
10290,31/10/18,966.0,2
10290,01/11/18,966.0,1
10290,02/11/18,966.0,2
10290,03/11/18,966.0,4
10290,04/11/18,966.0,2
10290,05/11/18,968.0,3
10290,06/11/18,968.0,1
10290,07/11/18,968.0,3
10290,08/11/18,968.0,3
10290,11/11/18,968.0,2
10290,12/11/18,963.0,3
10290,13/11/18,963.0,1
10290,14/11/18,963.0,1
10290,15/11/18,963.0,2
10290,16/11/18,963.0,1
10290,17/11/18,963.0,2
10290,18/11/18,963.0,2
10290,19/11/18,966.0,3
10290,20/11/18,966.0,1
10290,21/11/18,966.0,1
10290,22/11/18,966.0,3
10290,23/11/18,966.0,2
10290,24/11/18,966.0,2
10290,25/11/18,966.0,2
10290,27/11/18,956.0,3
10290,28/11/18,956.0,2
10290,29/11/18,956.0,2
10290,30/11/18,956.0,1
10290,01/12/18,956.0,2
10290,02/12/18,956.0,3
10290,03/12/18,959.0,1
10290,04/12/18,959.0,3
10290,05/12/18,959.0,2
10290,06/12/18,959.0,2
10290,07/12/18,959.0,2
10290,08/12/18,959.0,2
10290,09/12/18,959.0,4
10290,10/12/18,967.0,2
10290,11/12/18,967.0,2
10290,12/12/18,967.0,2
10290,14/12/18,967.0,1
10290,15/12/18,967.0,2
10290,16/12/18,967.0,3
10290,17/12/18,957.0,1
10290,18/12/18,957.0,2
10290,19/12/18,957.0,1
10290,20/12/18,957.0,2
10290,22/12/18,957.0,2
10290,23/12/18,957.0,1
10290,24/12/18,960.0,2
10290,25/12/18,960.0,3
10290,27/12/18,960.0,2
10290,28/12/18,960.0,1
10290,29/12/18,960.0,2
10290,30/12/18,960.0,2
10290,31/12/18,966.0,3
10290,01/01/19,960.0,2
10290,02/01/19,960.0,2
10290,03/01/19,960.0,4
10290,04/01/19,960.0,3
10290,05/01/19,960.0,1
10290,06/01/19,960.0,1
10290,07/01/19,979.0,3
10290,08/01/19,979.0,3
10290,09/01/19,979.0,2
10290,10/01/19,979.0,1
10290,11/01/19,979.0,2
10290,12/01/19,979.0,3
10290,13/01/19,979.0,2
10290,14/01/19,982.0,3
10290,15/01/19,982.0,3
10290,16/01/19,982.0,2
10290,18/01/19,982.0,2
10290,19/01/19,982.0,4
10290,20/01/19,982.0,3
10290,21/01/19,958.0,2
10290,22/01/19,958.0,3
10290,23/01/19,958.0,1
10290,24/01/19,958.0,2
10290,25/01/19,958.0,2
10290,26/01/19,958.0,2
10290,27/01/19,958.0,1
10290,28/01/19,971.0,2
